code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.00027,GALAXY ENT,2025-01-15 00:00:00,31.9,31.6,32.299999999,31.35,20.563,0.00216,9431630,302412327.0,-1.4040561591701708,32.049999999
HK.00027,GALAXY ENT,2025-01-16 00:00:00,31.5,30.9,31.95,30.9,20.115,0.00342,14959473,474089204.0,-2.2151898734177307,31.6
HK.00027,GALAXY ENT,2025-01-17 00:00:00,30.75,31.0,31.3,30.55,20.179,0.00207,9038017,284554393.0,0.32362459546926026,30.9
HK.00027,GALAXY ENT,2025-01-20 00:00:00,31.0,31.35,31.85,30.9,20.403,0.00285,12477239,398081847.0,1.1290322580645207,31.0
HK.00027,GALAXY ENT,2025-01-21 00:00:00,31.85,31.7,31.9,31.25,20.627,0.00135,5885121,189246573.0,1.1164274322168992,31.35
HK.00027,GALAXY ENT,2025-01-22 00:00:00,31.549999999,30.95,31.799999999,30.85,20.147,0.00182,7966412,252234854.0,-2.3659305993690856,31.7
HK.00027,GALAXY ENT,2025-01-23 00:00:00,31.2,30.4,31.45,30.3,19.795,0.00211,9239913,288132465.0,-1.7770597738287583,30.95
HK.00027,GALAXY ENT,2025-01-24 00:00:00,30.7,31.25,31.25,30.55,20.339,0.00186,8141130,256578166.0,2.7960526315789522,30.4
HK.00027,GALAXY ENT,2025-01-27 00:00:00,31.5,32.299999999,32.7,31.45,21.012,0.00374,16383170,535835279.0,3.359999996800002,31.25
HK.00027,GALAXY ENT,2025-01-28 00:00:00,32.35,32.75,32.85,32.25,21.3,0.00139,6066287,200471530.0,1.3931888576282703,32.299999999
HK.00027,GALAXY ENT,2025-02-03 00:00:00,31.5,30.8,31.6,30.4,20.051,0.00598,26147561,818327245.0,-5.954198473282441,32.75
HK.00027,GALAXY ENT,2025-02-04 00:00:00,31.2,30.55,31.45,30.3,19.891,0.00333,14549714,457072293.0,-0.8116883116883116,30.8
HK.00027,GALAXY ENT,2025-02-05 00:00:00,30.55,29.4,30.85,28.5,19.154,0.00583,25511794,767669966.0,-3.764320785597388,30.55
HK.00027,GALAXY ENT,2025-02-06 00:00:00,29.4,29.1,29.65,28.9,18.962,0.00477,20870699,620306341.0,-1.0204081632652966,29.4
HK.00027,GALAXY ENT,2025-02-07 00:00:00,29.1,29.15,29.6,28.7,18.994,0.00376,16444117,488386588.0,0.17182130584191463,29.1
HK.00027,GALAXY ENT,2025-02-10 00:00:00,29.15,29.0,29.55,28.7,18.898,0.0042,18388121,543853739.0,-0.5145797598627739,29.15
HK.00027,GALAXY ENT,2025-02-11 00:00:00,29.0,27.8,29.1,27.55,18.129,0.00636,27809635,791116296.0,-4.137931034482756,29.0
HK.00027,GALAXY ENT,2025-02-12 00:00:00,28.0,28.2,28.65,27.95,18.385,0.00417,18247777,524453822.0,1.4388489208633042,27.8
HK.00027,GALAXY ENT,2025-02-13 00:00:00,28.35,28.7,29.7,28.3,18.705,0.00606,26506810,783851512.0,1.773049645390071,28.2
HK.00027,GALAXY ENT,2025-02-14 00:00:00,29.15,29.25,29.4,28.85,19.058,0.00383,16742734,496327724.0,1.9163763066202117,28.7
HK.00027,GALAXY ENT,2025-02-17 00:00:00,29.35,29.55,29.85,29.1,19.25,0.00304,13303943,399295074.0,1.025641025641028,29.25
HK.00027,GALAXY ENT,2025-02-18 00:00:00,29.55,29.25,29.55,28.9,19.058,0.00321,14033936,417081334.0,-1.0152284263959415,29.55
HK.00027,GALAXY ENT,2025-02-19 00:00:00,29.0,29.15,29.4,28.7,18.994,0.00176,7679349,227526089.0,-0.3418803418803467,29.25
HK.00027,GALAXY ENT,2025-02-20 00:00:00,28.75,29.35,29.8,28.65,19.122,0.0026,11372439,339307861.0,0.6861063464837147,29.15
HK.00027,GALAXY ENT,2025-02-21 00:00:00,29.4,29.0,29.4,28.6,18.898,0.00412,18046283,530164431.0,-1.1925042589437866,29.35
HK.00027,GALAXY ENT,2025-02-24 00:00:00,28.95,30.3,30.75,28.8,19.73,0.00565,24705732,759347394.0,4.4827586206896575,29.0
HK.00027,GALAXY ENT,2025-02-25 00:00:00,29.75,29.65,29.95,29.35,19.314,0.00313,13710611,413399631.0,-2.1452145214521523,30.3
HK.00027,GALAXY ENT,2025-02-26 00:00:00,29.85,30.15,30.35,29.8,19.634,0.0021,9169347,281222709.0,1.6863406408094435,29.65
HK.00027,GALAXY ENT,2025-02-27 00:00:00,29.9,30.8,31.1,29.7,15.634,0.0055,24060922,750725512.0,2.1558872305141032,30.15
HK.00027,GALAXY ENT,2025-02-28 00:00:00,30.8,31.4,32.049999999,30.4,15.934,0.00683,29887157,955711102.0,1.9480519480519412,30.8
HK.00027,GALAXY ENT,2025-03-03 00:00:00,31.9,31.85,33.25,31.799999999,16.158,0.00577,25264657,828793677.0,1.4331210191082893,31.4
HK.00027,GALAXY ENT,2025-03-04 00:00:00,31.85,30.85,31.85,30.85,15.659,0.00256,11206238,354975682.0,-3.139717425431711,31.85
HK.00027,GALAXY ENT,2025-03-05 00:00:00,30.8,31.65,31.799999999,30.65,16.058,0.00207,9055016,289208158.0,2.5931928687196013,30.85
HK.00027,GALAXY ENT,2025-03-06 00:00:00,32.0,32.299999999,32.4,31.65,16.383,0.00318,13908733,452860227.0,2.0537124770932134,31.65
HK.00027,GALAXY ENT,2025-03-07 00:00:00,32.0,32.049999999,32.75,31.7,16.258,0.00204,8925942,291212459.0,-0.7739938080734982,32.299999999
HK.00027,GALAXY ENT,2025-03-10 00:00:00,32.2,31.65,32.299999999,31.3,16.058,0.00216,9441273,303746833.0,-1.2480499189157022,32.049999999
HK.00027,GALAXY ENT,2025-03-11 00:00:00,31.3,31.75,31.85,30.65,16.108,0.00246,10747364,340949993.0,0.3159557661927375,31.65
HK.00027,GALAXY ENT,2025-03-12 00:00:00,31.35,31.05,31.75,30.75,15.759,0.00223,9743565,308046571.0,-2.2047244094488168,31.75
HK.00027,GALAXY ENT,2025-03-13 00:00:00,31.05,30.65,31.3,30.3,15.559,0.00168,7355977,229420350.0,-1.288244766505643,31.05
HK.00027,GALAXY ENT,2025-03-14 00:00:00,31.05,31.75,32.299999999,30.5,16.108,0.00354,15492688,496355429.0,3.588907014681897,30.65
HK.00027,GALAXY ENT,2025-03-17 00:00:00,31.799999999,32.15,32.799999999,31.799999999,16.308,0.00291,12723963,417232014.0,1.259842519685035,31.75
HK.00027,GALAXY ENT,2025-03-18 00:00:00,32.6,32.549999999,32.7,32.049999999,16.508,0.00297,12986483,428354653.0,1.2441679595645476,32.15
HK.00027,GALAXY ENT,2025-03-19 00:00:00,32.549999999,33.1,33.2,32.299999999,16.783,0.00343,15025057,503400535.0,1.6897081444451547,32.549999999
HK.00027,GALAXY ENT,2025-03-20 00:00:00,33.25,32.35,33.35,32.299999999,16.408,0.00675,29549211,982833998.0,-2.2658610271903323,33.1
HK.00027,GALAXY ENT,2025-03-21 00:00:00,32.35,32.2,32.6,31.65,16.333,0.00564,24694079,804890030.0,-0.4636785162287436,32.35
HK.00027,GALAXY ENT,2025-03-24 00:00:00,32.2,31.95,32.2,31.549999999,16.208,0.00218,9540302,308614542.0,-0.7763975155279613,32.2
HK.00027,GALAXY ENT,2025-03-25 00:00:00,32.2,31.549999999,32.2,31.3,16.008,0.00273,11938802,383477947.0,-1.2519561846635325,31.95
HK.00027,GALAXY ENT,2025-03-26 00:00:00,31.549999999,31.549999999,31.799999999,31.15,16.008,0.00218,9523304,303862046.0,0.0,31.549999999
HK.00027,GALAXY ENT,2025-03-27 00:00:00,31.549999999,31.549999999,32.1,31.35,16.008,0.00212,9295834,298540728.0,0.0,31.549999999
HK.00027,GALAXY ENT,2025-03-28 00:00:00,31.65,30.95,31.75,30.75,15.709,0.00277,12105247,383412500.0,-1.90174326154998,31.549999999
HK.00027,GALAXY ENT,2025-03-31 00:00:00,30.95,29.9,30.95,29.7,15.184,0.00456,19971124,611643289.0,-3.3925686591276274,30.95
HK.00027,GALAXY ENT,2025-04-01 00:00:00,30.0,30.1,30.8,30.0,15.284,0.00248,10863274,334426243.0,0.6688963210702437,29.9
HK.00027,GALAXY ENT,2025-04-02 00:00:00,30.15,30.0,30.45,29.7,15.234,0.0019,8325619,253995804.0,-0.33222591362126713,30.1
HK.00027,GALAXY ENT,2025-04-03 00:00:00,29.35,29.65,29.75,29.25,15.059,0.00208,9084325,273065368.0,-1.1666666666666714,30.0
HK.00027,GALAXY ENT,2025-04-07 00:00:00,27.4,25.9,27.7,25.55,13.186,0.01025,44835894,1204685461.0,-12.647554806070826,29.65
HK.00027,GALAXY ENT,2025-04-08 00:00:00,25.65,25.65,26.55,25.2,13.061,0.00564,24682304,649299754.0,-0.9652509652509652,25.9
HK.00027,GALAXY ENT,2025-04-09 00:00:00,24.9,25.05,25.15,23.8,12.762,0.00568,24857655,621841158.0,-2.3391812865496995,25.65
HK.00027,GALAXY ENT,2025-04-10 00:00:00,25.55,26.05,26.6,25.4,13.261,0.00383,16756735,446241948.0,3.992015968063872,25.05
HK.00027,GALAXY ENT,2025-04-11 00:00:00,26.05,27.1,27.35,25.8,13.786,0.00508,22241456,604436535.0,4.030710172744724,26.05
HK.00027,GALAXY ENT,2025-04-14 00:00:00,27.45,27.5,27.7,26.9,13.986,0.00246,10775561,300379097.0,1.4760147601475961,27.1
HK.00027,GALAXY ENT,2025-04-15 00:00:00,27.8,26.5,27.85,26.25,13.486,0.00435,19019109,513946211.0,-3.6363636363636362,27.5
HK.00027,GALAXY ENT,2025-04-16 00:00:00,26.3,26.15,26.5,26.0,13.311,0.00421,18426476,492484342.0,-1.3207547169811376,26.5
HK.00027,GALAXY ENT,2025-04-17 00:00:00,26.0,26.85,27.0,25.95,13.661,0.00193,8430819,229435387.0,2.6768642447418847,26.15
HK.00027,GALAXY ENT,2025-04-22 00:00:00,26.5,26.85,26.85,26.2,13.661,0.00242,10597311,287211554.0,0.0,26.85
HK.00027,GALAXY ENT,2025-04-23 00:00:00,27.45,27.75,28.05,27.3,14.11,0.00406,17743402,500510100.0,3.351955307262564,26.85
HK.00027,GALAXY ENT,2025-04-24 00:00:00,27.75,27.65,28.1,27.3,14.06,0.00307,13441868,378823421.0,-0.3603603603603655,27.75
HK.00027,GALAXY ENT,2025-04-25 00:00:00,27.8,27.75,28.3,27.7,14.11,0.002,8752145,249596186.0,0.36166365280289847,27.65
HK.00027,GALAXY ENT,2025-04-28 00:00:00,27.75,27.45,28.0,27.4,13.961,0.00171,7489262,210548563.0,-1.0810810810810836,27.75
HK.00027,GALAXY ENT,2025-04-29 00:00:00,27.55,27.6,27.95,27.45,14.035,0.00163,7111326,200362590.0,0.5464480874317018,27.45
HK.00027,GALAXY ENT,2025-04-30 00:00:00,28.0,27.7,28.25,27.55,14.085,0.00279,12212386,345232333.0,0.3623188405797024,27.6
HK.00027,GALAXY ENT,2025-05-02 00:00:00,28.0,28.3,28.5,27.7,14.385,0.0025,10938997,314491105.0,2.1660649819494635,27.7
HK.00027,GALAXY ENT,2025-05-06 00:00:00,28.65,29.1,29.5,28.4,14.785,0.00383,16734763,494138487.0,2.826855123674914,28.3
HK.00027,GALAXY ENT,2025-05-07 00:00:00,29.6,29.7,30.0,29.4,15.084,0.00306,13381951,404326438.0,2.0618556701030855,29.1
HK.00027,GALAXY ENT,2025-05-08 00:00:00,29.7,29.9,30.2,29.45,15.184,0.0027,11820942,359931932.0,0.673400673400671,29.7
HK.00027,GALAXY ENT,2025-05-09 00:00:00,29.9,30.2,30.5,29.45,15.334,0.00328,14327952,439576628.0,1.0033444816053536,29.9
HK.00027,GALAXY ENT,2025-05-12 00:00:00,30.9,31.5,31.7,30.7,15.984,0.00556,24308045,775497255.0,4.304635761589407,30.2
HK.00027,GALAXY ENT,2025-05-13 00:00:00,31.45,31.4,31.75,30.7,15.934,0.00358,15640736,500025385.0,-0.317460317460322,31.5
HK.00027,GALAXY ENT,2025-05-14 00:00:00,31.6,31.549999999,31.7,31.25,16.008,0.00309,13508509,432362576.0,0.47770700318471987,31.4
HK.00027,GALAXY ENT,2025-05-15 00:00:00,31.25,31.3,31.7,31.0,15.884,0.00245,10716061,340678653.0,-0.792393023796906,31.549999999
HK.00027,GALAXY ENT,2025-05-16 00:00:00,31.2,31.6,31.799999999,30.9,16.033,0.00232,10166902,325364672.0,0.9584664536741236,31.3
HK.00027,GALAXY ENT,2025-05-19 00:00:00,31.45,31.15,31.549999999,31.0,15.809,0.00173,7577454,240523363.0,-1.4240506329114013,31.6
HK.00027,GALAXY ENT,2025-05-20 00:00:00,31.549999999,31.6,31.65,30.9,16.033,0.00226,9886943,315185166.0,1.444622792937409,31.15
HK.00027,GALAXY ENT,2025-05-21 00:00:00,31.65,31.05,31.75,30.95,15.759,0.00217,9478876,300182747.0,-1.7405063291139264,31.6
HK.00027,GALAXY ENT,2025-05-22 00:00:00,31.05,31.35,32.2,31.0,15.909,0.00333,14584734,467950077.0,0.9661835748792292,31.05
HK.00027,GALAXY ENT,2025-05-23 00:00:00,31.45,31.4,31.65,30.8,15.684,0.00207,9062226,283824253.0,0.15948963317383463,31.35
HK.00027,GALAXY ENT,2025-05-26 00:00:00,31.35,32.15,32.35,31.2,16.058,0.00305,13359124,427868390.0,2.388535031847134,31.4
HK.00027,GALAXY ENT,2025-05-27 00:00:00,32.15,33.0,33.2,31.95,16.483,0.00428,18707217,614797330.0,2.643856920684297,32.15
HK.00027,GALAXY ENT,2025-05-28 00:00:00,33.2,33.45,33.85,33.1,16.708,0.00274,11980744,400815518.0,1.3636363636363722,33.0
HK.00027,GALAXY ENT,2025-05-29 00:00:00,33.2,34.15,34.3,33.2,17.057,0.00349,15268175,518427120.0,2.0926756352765192,33.45
HK.00027,GALAXY ENT,2025-05-30 00:00:00,33.75,33.4,34.15,33.2,16.683,0.00262,11477913,384116502.0,-2.1961932650073206,34.15
HK.00027,GALAXY ENT,2025-06-02 00:00:00,33.35,34.0,34.1,33.0,16.983,0.00273,11964459,403682592.0,1.796407185628747,33.4
HK.00027,GALAXY ENT,2025-06-03 00:00:00,34.2,33.6,34.35,33.45,16.783,0.00182,7959964,269177004.0,-1.17647058823529,34.0
HK.00027,GALAXY ENT,2025-06-04 00:00:00,34.0,33.45,34.0,33.1,16.708,0.00138,6053737,202177235.0,-0.4464285714285672,33.6
HK.00027,GALAXY ENT,2025-06-05 00:00:00,33.7,33.85,34.0,33.5,16.908,0.00185,8090261,273126247.0,1.1958146487294425,33.45
HK.00027,GALAXY ENT,2025-06-06 00:00:00,34.2,33.7,34.5,33.5,16.833,0.00249,10891848,368126201.0,-0.4431314623338215,33.85
HK.00027,GALAXY ENT,2025-06-09 00:00:00,33.7,33.85,34.0,33.45,16.908,0.00158,6906470,232702063.0,0.44510385756676135,33.7
HK.00027,GALAXY ENT,2025-06-10 00:00:00,33.6,33.1,34.15,32.9,16.533,0.00325,14205722,473394848.0,-2.2156573116691285,33.85
HK.00027,GALAXY ENT,2025-06-11 00:00:00,33.3,33.6,33.75,33.15,16.783,0.00103,4488274,150476515.0,1.510574018126888,33.1
HK.00027,GALAXY ENT,2025-06-12 00:00:00,33.4,33.3,33.8,33.15,16.633,0.00237,10350760,345395631.0,-0.8928571428571555,33.6
HK.00027,GALAXY ENT,2025-06-13 00:00:00,33.05,32.75,33.15,32.35,16.358,0.00201,8783227,286997453.0,-1.6516516516516433,33.3
HK.00027,GALAXY ENT,2025-06-16 00:00:00,32.4,33.0,33.05,32.4,16.483,0.00249,10896458,357024955.0,0.7633587786259541,32.75
HK.00027,GALAXY ENT,2025-06-17 00:00:00,33.6,33.35,34.3,33.15,16.658,0.00365,15975672,537390329.0,1.0606060606060648,33.0
HK.00027,GALAXY ENT,2025-06-18 00:00:00,33.35,33.0,33.5,32.7,16.483,0.00218,9516296,315423216.0,-1.0494752623688197,33.35
HK.00027,GALAXY ENT,2025-06-19 00:00:00,32.9,32.05,32.9,31.8,16.008,0.00224,9801299,315352066.0,-2.8787878787878873,33.0
HK.00027,GALAXY ENT,2025-06-20 00:00:00,32.3,32.05,32.3,31.9,16.008,0.00141,6173269,197940277.0,0.0,32.05
HK.00027,GALAXY ENT,2025-06-23 00:00:00,32.0,33.05,33.05,31.45,16.508,0.00173,7554764,246081913.0,3.1201248049921997,32.05
HK.00027,GALAXY ENT,2025-06-24 00:00:00,32.65,34.05,34.15,32.65,17.007,0.00365,15978104,540513584.0,3.0257186081694405,33.05
HK.00027,GALAXY ENT,2025-06-25 00:00:00,34.3,35.2,35.4,34.15,17.582,0.00368,16081220,564106951.0,3.377386196769474,34.05
HK.00027,GALAXY ENT,2025-06-26 00:00:00,35.15,35.65,36.35,34.85,17.807,0.00407,17822062,636908808.0,1.2784090909090786,35.2
HK.00027,GALAXY ENT,2025-06-27 00:00:00,35.7,34.8,35.8,34.7,17.382,0.00262,11475029,402836224.0,-2.3842917251051934,35.65
HK.00027,GALAXY ENT,2025-06-30 00:00:00,34.9,34.85,35.1,34.4,17.407,0.00185,8112231,282449682.0,0.1436781609195525,34.8
HK.00027,GALAXY ENT,2025-07-02 00:00:00,38.0,36.85,38.05,36.6,18.406,0.0083,36321073,1351779199.0,5.738880918220947,34.85
HK.00027,GALAXY ENT,2025-07-03 00:00:00,37.2,37.0,37.6,36.8,18.481,0.00493,21571745,799926021.0,0.4070556309362241,36.85
HK.00027,GALAXY ENT,2025-07-04 00:00:00,37.05,37.15,37.35,36.8,18.556,0.00308,13488289,499538381.0,0.40540540540540154,37.0
HK.00027,GALAXY ENT,2025-07-07 00:00:00,37.15,37.5,37.6,36.85,18.731,0.00235,10267773,383469488.0,0.9421265141319015,37.15
HK.00027,GALAXY ENT,2025-07-08 00:00:00,37.5,38.2,38.25,37.15,19.08,0.00558,24417048,925126436.0,1.866666666666674,37.5
HK.00027,GALAXY ENT,2025-07-09 00:00:00,38.35,38.65,39.05,38.2,19.305,0.00517,22623517,873584662.0,1.1780104712041772,38.2
HK.00027,GALAXY ENT,2025-07-10 00:00:00,38.8,38.95,39.0,38.15,19.455,0.00279,12201928,472878745.0,0.7761966364812529,38.65
HK.00027,GALAXY ENT,2025-07-11 00:00:00,38.85,38.6,39.1,38.45,19.28,0.00255,11148606,432257024.0,-0.8985879332477572,38.95
HK.00027,GALAXY ENT,2025-07-14 00:00:00,38.55,38.3,38.7,37.7,19.13,0.00224,9804883,374500034.0,-0.7772020725388711,38.6
HK.00027,GALAXY ENT,2025-07-15 00:00:00,38.3,38.25,38.55,37.7,19.105,0.00343,14993431,570929606.0,-0.13054830287205524,38.3
HK.00027,GALAXY ENT,2025-07-16 00:00:00,38.45,38.25,38.45,38.1,19.105,0.00193,8453966,323693917.0,0.0,38.25
HK.00027,GALAXY ENT,2025-07-17 00:00:00,38.5,37.7,38.5,37.5,18.831,0.00139,6072124,229575269.0,-1.4379084967320188,38.25
HK.00027,GALAXY ENT,2025-07-18 00:00:00,37.85,37.35,38.15,37.15,18.656,0.00242,10588695,395746085.0,-0.9283819628647251,37.7
HK.00027,GALAXY ENT,2025-07-21 00:00:00,37.0,37.1,37.5,36.6,18.531,0.0041,17922582,665239789.0,-0.6693440428380187,37.35
HK.00027,GALAXY ENT,2025-07-22 00:00:00,37.1,37.0,37.45,36.65,18.481,0.00253,11053822,409536729.0,-0.26954177897574505,37.1
HK.00027,GALAXY ENT,2025-07-23 00:00:00,37.3,36.85,37.35,36.75,18.406,0.00312,13641999,503772414.0,-0.40540540540540154,37.0
HK.00027,GALAXY ENT,2025-07-24 00:00:00,36.95,38.0,38.4,36.65,18.981,0.00417,18248153,689482560.0,3.1207598371777436,36.85
HK.00027,GALAXY ENT,2025-07-25 00:00:00,37.7,37.6,38.1,37.4,18.781,0.00204,8912437,335759940.0,-1.0526315789473648,38.0
HK.00027,GALAXY ENT,2025-07-28 00:00:00,37.55,37.6,38.35,37.15,18.781,0.00453,19799033,747890665.0,0.0,37.6
HK.00027,GALAXY ENT,2025-07-29 00:00:00,37.6,38.5,38.65,37.3,19.23,0.00338,14800995,564670384.0,2.393617021276592,37.6
HK.00027,GALAXY ENT,2025-07-30 00:00:00,38.3,37.95,38.65,37.5,18.956,0.00395,17277791,656645006.0,-1.4285714285714213,38.5
HK.00027,GALAXY ENT,2025-07-31 00:00:00,38.0,38.4,38.7,38.0,19.18,0.00295,12915572,496350566.0,1.185770750988131,37.95
HK.00027,GALAXY ENT,2025-08-01 00:00:00,38.25,37.9,38.55,37.8,18.931,0.00233,10179265,387854317.0,-1.3020833333333335,38.4
HK.00027,GALAXY ENT,2025-08-04 00:00:00,37.92,38.78,38.8,37.6,19.37,0.00193,8429956,324567317.0,2.3218997361477642,37.9
HK.00027,GALAXY ENT,2025-08-05 00:00:00,38.8,40.14,40.56,38.44,20.049,0.00523,22858980,910876912.0,3.506962351727693,38.78
HK.00027,GALAXY ENT,2025-08-06 00:00:00,40.12,39.92,40.3,39.7,19.94,0.00216,9454412,377748796.0,-0.5480817140009937,40.14
HK.00027,GALAXY ENT,2025-08-07 00:00:00,40.78,41.28,41.6,40.36,20.619,0.00398,17426208,716845093.0,3.4068136272545075,39.92
HK.00027,GALAXY ENT,2025-08-08 00:00:00,41.18,40.74,41.4,40.42,20.349,0.003,13137857,535625958.0,-1.3081395348837188,41.28
HK.00027,GALAXY ENT,2025-08-11 00:00:00,40.74,39.56,40.86,39.12,19.76,0.00388,16955903,669809759.0,-2.896416298478153,40.74
HK.00027,GALAXY ENT,2025-08-12 00:00:00,39.32,40.18,40.52,39.1,20.069,0.0044,19255297,769765574.0,1.567239635995949,39.56
HK.00027,GALAXY ENT,2025-08-13 00:00:00,40.18,39.34,40.18,38.58,19.65,0.00439,19198984,751975645.0,-2.0905923344947643,40.18
HK.00027,GALAXY ENT,2025-08-14 00:00:00,39.68,39.96,40.44,39.32,19.96,0.00298,13047061,521476650.0,1.5760040671072635,39.34
HK.00027,GALAXY ENT,2025-08-15 00:00:00,39.82,39.52,39.98,39.3,19.74,0.00244,10686406,423124031.0,-1.1011011011010954,39.96
HK.00027,GALAXY ENT,2025-08-18 00:00:00,39.2,39.54,40.48,39.2,19.75,0.00195,8532165,340984993.0,0.05060728744938264,39.52
HK.00027,GALAXY ENT,2025-08-19 00:00:00,39.72,40.28,40.6,39.58,20.119,0.0023,10065546,405103945.0,1.8715225088518008,39.54
HK.00027,GALAXY ENT,2025-08-20 00:00:00,40.28,40.18,40.32,39.78,20.069,0.00158,6902637,276335546.0,-0.24826216484608096,40.28
HK.00027,GALAXY ENT,2025-08-21 00:00:00,40.0,40.2,40.3,39.48,20.079,0.00153,6715067,268786426.0,0.049776007964169054,40.18
HK.00027,GALAXY ENT,2025-08-22 00:00:00,40.2,40.08,40.26,39.92,20.019,0.00192,8405546,336552579.0,-0.29850746268657846,40.2
HK.00027,GALAXY ENT,2025-08-25 00:00:00,40.58,42.32,42.32,40.44,21.138,0.00512,22394913,931208080.0,5.588822355289427,40.08
HK.00027,GALAXY ENT,2025-08-26 00:00:00,42.3,42.08,43.0,41.94,21.018,0.00344,15038721,636728515.0,-0.5671077504725945,42.32
HK.00027,GALAXY ENT,2025-08-27 00:00:00,41.98,40.9,42.42,40.42,20.429,0.00334,14625531,600570830.0,-2.804182509505703,42.08
HK.00027,GALAXY ENT,2025-08-28 00:00:00,40.82,40.86,40.98,40.28,20.409,0.00205,8959161,364328219.0,-0.0977995110024429,40.9
HK.00027,GALAXY ENT,2025-08-29 00:00:00,41.1,41.0,41.48,40.94,20.479,0.00165,7230289,296907146.0,0.34263338228096074,40.86
HK.00027,GALAXY ENT,2025-09-01 00:00:00,41.64,41.08,41.64,40.9,20.519,0.00128,5592531,230329837.0,0.19512195121950804,41.0
HK.00027,GALAXY ENT,2025-09-02 00:00:00,41.08,41.22,42.04,41.02,20.589,0.00241,10562626,438063172.0,0.34079844206426624,41.08
HK.00027,GALAXY ENT,2025-09-03 00:00:00,42.06,41.0,42.06,40.94,20.479,0.00158,6909177,284698787.0,-0.5337214944201817,41.22
HK.00027,GALAXY ENT,2025-09-04 00:00:00,41.32,40.2,41.32,39.92,20.079,0.00275,12029963,485419455.0,-1.951219512195115,41.0
HK.00027,GALAXY ENT,2025-09-05 00:00:00,40.56,41.28,41.38,40.4,20.619,0.00231,10127732,416278424.0,2.6865671641791,40.2
HK.00027,GALAXY ENT,2025-09-08 00:00:00,41.1,41.52,41.76,40.64,20.739,0.00173,7583186,313994076.0,0.5813953488372141,41.28
HK.00027,GALAXY ENT,2025-09-09 00:00:00,41.88,41.52,42.04,41.3,20.739,0.00188,8233645,342796249.0,0.0,41.52
HK.00027,GALAXY ENT,2025-09-10 00:00:00,41.4,41.52,41.86,41.18,20.739,0.00196,8558516,355387103.0,0.0,41.52
HK.00027,GALAXY ENT,2025-09-11 00:00:00,41.2,42.06,42.14,40.82,21.008,0.00236,10316609,430220664.0,1.3005780346820788,41.52
HK.00027,GALAXY ENT,2025-09-12 00:00:00,43.3,42.3,43.46,42.12,21.128,0.00175,7657586,327595795.0,0.5706134094151091,42.06
